popularity,budget,revenue,original_title,cast,director,keywords,runtime,genres,production_companies,vote_count,vote_average,release_year
0.86636,3752316.162340903,4641089.515847268,Son of a Gun,Ewan McGregor|Brenton Thwaites|Alicia Vikander|Jacek Koman|Matthew Nable,Julius Avery,prison|robbery|gold|boat|mine,108,Action|Crime|Drama|Thriller,Media House Capital|Altitude Film Entertainment|Daydream Productions|Bridle Path Films|Southern Light Films,193,6.1,2014
0.863235,3752316.162340903,427418.0,Cold in July,Michael C. Hall|Don Johnson|Sam Shepard|Vinessa Shaw|Nick Damici,Jim Mickle,self-defense|revenge|murder|home invasion,109,Drama|Thriller,Backup Media|Paradise City|BSM Studio|Bullet Pictures,153,6.3,2014
0.861117,3752316.162340903,200406.0,The Double,Jesse Eisenberg|Mia Wasikowska|Wallace Shawn|Noah Taylor|Rade Serbedzija,Richard Ayoade,paranoia|double,93,Thriller|Drama,British Film Institute (BFI)|Alcove Entertainment|Attercop Productions,217,6.4,2014
0.833734,3752316.162340903,4641089.515847268,The Nut Job,Will Arnett|Katherine Heigl|Brendan Fraser|Liam Neeson|Stephen Lang,Peter Lepeniotis,squirrel|3d animation,85,Animation|Comedy|Family|Adventure,Open Road Films|Gulfstream Pictures|Red Rover International|ToonBox Entertainment,233,5.4,2014
0.829686,9000000.0,4641089.515847268,Skin Trade,Dolph Lundgren|Tony Jaa|Ron Perlman|Celina Jade|Michael Jai White,Ekachai Uekrongtham,martial arts|human trafficking|muay thai|rogue cop|bangkok thailand,96,Thriller|Action|Drama,SC Films International|Baumgarten Management and Productions (BMP)|Thorbak|SC International Pictures|Thor Pictures,33,5.6,2014
0.81219,3752316.162340903,4641089.515847268,Open Windows,Elijah Wood|Sasha Grey|Neil Maskell|Nacho Vigalondo|Brian Elder,Nacho Vigalondo,high technology|written by director|voyeurism,101,Thriller|Action|Crime,Wild Bunch|Sayaka Producciones Audiovisuales|Apaches Entertainment|La Panda|Atresmedia Cine,130,5.1,2014
0.805839,8500000.0,7500000.0,Big Game,Samuel L. Jackson|Onni Tommila|Ted Levine|Victor Garber|Felicity Huffman,Jalmari Helander,terrorist|parachute|president|air force one|escape,90,Action|Adventure,Head Gear Films|Altitude Film Entertainment|Film House Germany|Metrol Technology|Ketchup Entertainment,261,5.2,2014
0.800343999999999,3752316.162340903,56574.0,The Bag Man,John Cusack|Rebecca Da Costa|Robert De Niro|Crispin Glover|Dominic Purcell,David Grovic,motel|crime boss,108,Crime|Drama|Thriller,Red Granite Pictures|TinRes Entertainment|Cinedigm,83,5.0,2014
0.796721,12500000.0,49002684.0,About Last Night,Kevin Hart|Michael Ealy|Regina Hall|Joy Bryant|Christopher McDonald,Steve Pink,duringcreditsstinger,100,Comedy|Romance,"Screen Gems, Inc.|Rainforest Films|Olive Bridge Entertainment",165,5.8,2014
0.786397999999999,25000000.0,38307627.0,Million Dollar Arm,Jon Hamm|Bill Paxton|Lake Bell|Suraj Sharma|Aasif Mandvi,Craig Gillespie,baseball|sport|duringcreditsstinger,124,Drama,Walt Disney Pictures,182,6.6,2014
0.778247,5500000.0,5483299.0,Wish I Was Here,Zach Braff|Kate Hudson|Joey King|Pierce Gagnon|Donald Faison,Zach Braff,jew|independent film|homeschooling|family|struggling actor,120,Drama|Comedy,Double Feature Films|Wild Bunch|Worldview Entertainment,192,6.3,2014
0.777096,6700000.0,1430655.0,Infinitely Polar Bear,Mark Ruffalo|Zoe Saldana|Imogene Wolodarsky|Ashley Aufderheide|Wallace Wolodarsky,Maya Forbes,semi autobiographical|woman director|bipolar|absent  mother|bipolar disorder,87,Comedy|Drama,Paper Street Films|Bad Robot|Park Pictures|KGB Media,76,7.0,2014
0.766932,3752316.162340903,108808.0,Adult Beginners,Nick Kroll|Rose Byrne|Bobby Cannavale|Joel McHale|Caitlin Fitzgerald,Ross Katz,new york|nanny|loser|pregnant,90,Drama|Comedy,Duplass Brothers Productions|Burn Later Productions|Through Films,61,5.0,2014
0.760779,3752316.162340903,37151.0,Before We Go,Chris Evans|Alice Eve|Emma Fitzpatrick|Scott Evans|John Cullum,Chris Evans,wife husband relationship|adventure|romance|cheating husband|stranger,89,Drama|Romance|Comedy,Wonderland Sound and Vision|G4 Productions|Nutmeg Film Productions,319,6.3,2014
0.751772999999999,6000000.0,3485127.0,Veronica Mars,Kristen Bell|Jason Dohring|Enrico Colantoni|Chris Lowell|Percy Daggs III,Rob Thomas,murder|private detective|high school reunion|duringcreditsstinger,107,Comedy|Drama|Crime,Warner Bros.|Warner Bros. Interactive Entertainment|Rob Thomas Productions,323,6.3,2014
0.747577,3752316.162340903,1124445.0,Hector and the Search for Happiness,Simon Pegg|Rosamund Pike|Tracy-Ann Oberman|Toni Collette|Stellan SkarsgÃ¥rd,Peter Chelsom,trip|travelling person|travel|search|pursuit,114,Adventure|Drama|Comedy,Wild Bunch|Erfttal Film|Film Afrika Worldwide|Head Gear Films|Metrol Technology,207,6.9,2014
0.73558,3752316.162340903,4641089.515847268,Fed Up,Katie Couric|Michael Pollan|Bill Clinton|Tom Vilsack|Kelly Brownell,Stephanie Soechtig,junk food|obesity|documentary|food industry|sugar,92,Documentary,Atlas Films,73,7.3,2014
0.72975,3752316.162340903,4571025.0,Batman: Assault on Arkham,Kevin Conroy|Neal McDonough|Matthew Gray Gubler|Hynden Walch|Troy Baker,Ethan Spaulding|Jay Oliva,dc comics|superhero|based on comic book|spin off,75,Thriller|Animation|Action|Crime,Warner Bros. Animation|Warner Premiere|DC Entertainment,182,7.4,2014
0.728025,6000000.0,15071.0,Barefoot,Evan Rachel Wood|Scott Speedman|J.K. Simmons|Treat Williams|Kate Burton,Andrew Fleming,naivety|family,90,Comedy|Drama|Romance,WhiteFlame Productions,129,6.5,2014
0.72546,3500000.0,5155325.0,Justice League: War,Michelle Monaghan|Alan Tudyk|Sean Astin|Shemar Moore|Christopher Gorham,Jay Oliva,dc comics|based on comic book|superhero team|super powers,79,Animation,DC Comics|Warner Bros. Animation|DC Entertainment,141,7.0,2014
0.722877,8500000.0,770706.0,The Zero Theorem,Christoph Waltz|David Thewlis|MÃ©lanie Thierry|Lucas Hedges|Matt Damon,Terry Gilliam,virtual reality|dystopia|computer,107,Drama|Fantasy|Science Fiction,Le Pacte|Zanuck Independent|Voltage Pictures|MediaPro Pictures|Zephyr Films,232,5.7,2014
0.722464999999999,3752316.162340903,4641089.515847268,Housebound,Morgana O'Reilly|Rima Te Wiata|Glen-Paul Waru|Cameron Rhodes|Millen Baird,Gerard Johnstone,haunted house|superstition|horror movie|home detention,109,Horror|Comedy|Thriller,Semi-Professional,217,6.4,2014
0.716104,3752316.162340903,4641089.515847268,A Good Marriage,Joan Allen|Anthony LaPaglia|Stephen Lang|Cara Buono|Kristen Connolly,Peter Askin,series of murders,103,Thriller,Reno Productions,66,5.3,2014
0.714661,15000000.0,30127963.0,When the Game Stands Tall,Jim Caviezel|Michael Chiklis|Laura Dern|Clancy Brown|Ser'Darius Blain,Thomas Carter,american football|sport|high school american football,115,Drama,Mandalay Pictures|Affirm Films,94,6.2,2014
0.708006,3752316.162340903,4641089.515847268,Turks & Caicos,Bill Nighy|Christopher Walken|Winona Ryder|Ralph Fiennes|Helena Bonham Carter,David Hare,sequel|suspense|made for television|mi5|caribbean island,95,Thriller|Drama|Action|Mystery,BBC Films|Carnival Films|Heyday Films|Masterpiece|Beagle Pug Films,24,6.3,2014
0.707208,3752316.162340903,4641089.515847268,Toy Story That Time Forgot,Tom Hanks|Tim Allen|Joan Cusack|Kristen Schaal|Wallace Shawn,Steve Purcell,toy|pixar animated short|toy story,22,Animation|Family,Pixar Animation Studios,169,6.9,2014
0.7057,3752316.162340903,4641089.515847268,Feast,Tommy Snider|Katie Lowes|Ben Bledsoe|Stephen Apostolina|Kirk Baily,Patrick Osborne,cake|pixar animated short|food|dog|organic food,6,Romance|Comedy|Animation|Drama|Family,Walt Disney Animation Studios,318,8.0,2014
0.704138,3752316.162340903,4641089.515847268,Jackie & Ryan,Katherine Heigl|Ben Barnes|Clea DuVall|Sheryl Lee|Emily Alyn Lind,Ami Canaan Mann,woman director,90,Drama,unknown,24,5.5,2014
0.699699,3752316.162340903,2146041.0,The Riot Club,Max Irons|Sam Claflin|Douglas Booth|Holliday Grainger|Jessica Brown Findlay,Lone Scherfig,england|alcohol|college|based on play|wealthy,107,Drama|Thriller,HanWay Films|British Film Institute (BFI)|Blueprint Pictures,238,5.9,2014
0.691851,3752316.162340903,4641089.515847268,The Scribbler,Katie Cassidy|Eliza Dushku|Sasha Grey|Michelle Trachtenberg|Gina Gershon,John Suits,based on graphic novel|multiple personality|psychiatric,88,Thriller,New Artists Alliance|Caliber Media Company|NightSky Productions,28,4.3,2014
0.688635,30000000.0,4641089.515847268,Grace of Monaco,Nicole Kidman|Milo Ventimiglia|Paz Vega|Tim Roth|Parker Posey,Olivier Dahan,monaco|prince|reference to princess grace of monaco,103,Romance|Drama,Gaumont|TF1 Films Productions|Lucky Red|Canal+|uFilm,138,5.7,2014
0.688179,2000000.0,48390.0,Decoding Annie Parker,Samantha Morton|Helen Hunt|Aaron Paul|Alice Eve|Maggie Grace,Steven Bernstein,infidelity|genetics|black comedy|cancer|dna testing,91,Drama,Media House Capital|Unified Pictures|Decoding Annie Parker|Ozymandias Productions,23,5.2,2014
0.684152,3752316.162340903,4641089.515847268,The Little Death,Josh Lawson|Bojana NovakoviÄ‡|Damon Herriman|Kate Mulvany|Lisa McCune,Josh Lawson,sexuality|fetish|couple|sexual experimentation|erotic fantasy,96,Drama|Comedy|Romance,Head Gear Films|Spectrum Films|See Pictures|Metrol Technology,99,6.2,2014
0.680611,1000000.0,4641089.515847268,In Your Eyes,Zoe Kazan|Michael Stahl-David|Nikki Reed|Jennifer Grey|Mark Feuerstein,Brin Hill,telepathy|new mexico|loneliness|ex-con|understated,105,Drama|Romance|Science Fiction,Night and Day Pictures|Bellwether Pictures,170,7.2,2014
0.678616,5500000.0,4641089.515847268,Bad Ass 2: Bad Asses,Danny Trejo|Danny Glover|Andrew Divoff|Jacqueline Obradors|Jonathan Lipnicki,Craig Moss,vietnam veteran|murder|second part|inspired by true events,91,Action,Silver Nitrate Films|Sense and Sensibility Ventures,57,5.7,2014
0.676471,3752316.162340903,4641089.515847268,Cuban Fury,Chris O'Dowd|Ian McShane|Rashida Jones|Nick Frost|Rory Kinnear,James Griffiths,unknown,98,Comedy,Big Talk Productions,86,5.8,2014
0.671825,15000000.0,4641089.515847268,Dying of the Light,Nicolas Cage|Anton Yelchin|Alexander Karim|IrÃ¨ne Jacob|Aymen Hamdouchi,Paul Schrader,cia|retirement|espionage|terrorism,94,Thriller|Drama,TinRes Entertainment|Over Under Media,83,4.4,2014
0.667732,200000.0,17834867.0,The Quiet Ones,Jared Harris|Sam Claflin|Olivia Cooke|Erin Richards|Rory Fleck-Byrne,John Pogue,male nudity|female nudity|1970s|experiment|nudity,98,Horror,Hammer Film Productions|Exclusive Media Group|Travelling Picture Show Company,147,5.1,2014
0.662295,21000000.0,4641089.515847268,Tokarev,Nicolas Cage|Aubrey Peeples|Rachel Nichols|Peter Stormare|Danny Glover,Paco Cabezas,russian mafia|revenge|kidnapping|haunted by the past,98,Action|Crime|Thriller,Hannibal Pictures|Marco Polo Production|Patriot Pictures|Vocal Yokels,204,5.2,2014
0.649574,3752316.162340903,25434291.0,Top Five,Chris Rock|Rosario Dawson|J.B. Smoove|Gabrielle Union|Romany Malco,Chris Rock,comedian|interview|reporter|movie star|fiancÃ© fiancÃ©e relationship,102,Drama|Comedy,Paramount Pictures|IAC Film|Jax Media,152,6.2,2014
0.648465,3752316.162340903,31911598.0,Get on Up,Chadwick Boseman|Nelsan Ellis|Dan Aykroyd|Viola Davis|Lennie James,Tate Taylor,biography|james brown,139,Drama|Music,Universal Studios|Imagine Films Entertainment|Jagged Films,105,6.3,2014
0.646336999999999,6500000.0,13865435.0,The Pyramid,Ashley Hinshaw|Denis O'Hare|James Buckley|Christa Nicola|Amir K,GrÃ©gory Levasseur,monster|darkness|desert|archaeologist|lost,89,Horror,Fox International Productions|Sahara Productions|Silvatar Media,234,4.7,2014
0.635214,6600000.0,1554000.0,Clouds of Sils Maria,Juliette Binoche|Kristen Stewart|ChloÃ« Grace Moretz|Lars Eidinger|Brady Corbet,Olivier Assayas,suicide|divorce|gender ideals|actress,124,Drama,Pallas Film|CAB Productions|C.G. Cinema,173,6.8,2014
0.632047999999999,5000000.0,2450846.0,Kill the Messenger,Jeremy Renner|Mary Elizabeth Winstead|Michael Sheen|Ray Liotta|Robert Patrick,Michael Cuesta,biography,112,Thriller|Crime|Drama|Mystery,The Combine|Bluegrass Films,247,6.5,2014
0.631167,3752316.162340903,13287735.0,Calvary,Brendan Gleeson|Chris O'Dowd|Kelly Reilly|Aidan Gillen|Dylan Moran,John Michael McDonagh,unknown,100,Drama,Octagon Films|Irish Film Board|Reprisal Films|Lipsync Productions,209,7.0,2014
0.628637,3752316.162340903,4641089.515847268,Time Lapse,Danielle Panabaker|Matt O'Leary|George Finn|John Rhys-Davies|Amin Joseph,Bradley King,gambling|future|time travel|gambling debts|photography,104,Thriller|Science Fiction,Uncooperative Pictures|XLrator Media|Royal Pictures,198,6.3,2014
0.623706,3752316.162340903,111996.0,Sheâ€™s Funny That Way,Owen Wilson|Imogen Poots|Kathryn Hahn|Will Forte|Rhys Ifans,Peter Bogdanovich,infidelity|new york city|screwball comedy|escort|theater,93,Comedy,Lagniappe Films,162,5.7,2014
0.621645,5000000.0,4641089.515847268,Cut Bank,Liam Hemsworth|Teresa Palmer|John Malkovich|Bruce Dern|Billy Bob Thornton,Matt Shakman,montana|secret|witness|video|murder,92,Thriller,Kilburn Media,52,4.8,2014
0.615729,1000000.0,9318.0,Honeymoon,Rose Leslie|Harry Treadaway|Ben Huber|Hanna Brown,Leigh Janiak,lake|honeymoon|woods|sleepwalking|woman director,87,Horror,Fewlas Entertainment,137,5.3,2014
0.609613,3752316.162340903,54915.0,Starred Up,Jack O'Connell|Ben Mendelsohn|Rupert Friend|David Ajala|Peter Ferdinando,David Mackenzie,unknown,106,Drama,Sigma Films Ltd.|Quickfire Films|Film4|Lipsync Productions,202,6.9,2014
0.609054,3752316.162340903,4641089.515847268,Space Station 76,Matt Bomer|Jerry O'Connell|Liv Tyler|Marisa Coughlan|Patrick Wilson,Jack Plotnick,asteroid|future|retro,94,Drama|Comedy|Science Fiction,Rival Pictures|Om Films,55,4.4,2014
0.600919,3752316.162340903,4641089.515847268,"20,000 Days on Earth",Nick Cave|Warren Ellis|Blixa Bargeld|Susie Bick|Arthur Cave,Iain Forsyth|Jane Pollard,woman director|part fiction|docu fiction,97,Music|Documentary|Drama,British Film Institute (BFI)|Film4|Corniche Pictures,46,6.8,2014
0.599079,36000000.0,52424533.0,Dolphin Tale 2,Morgan Freeman|Ashley Judd|Nathan Gamble|Cozi Zuehlsdorff|Harry Connick Jr.,Charles Martin Smith,dolphin|aquarium|swimming,107,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,63,6.8,2014
0.593558,3752316.162340903,4641089.515847268,The Longest Week,Olivia Wilde|Jason Bateman|Jenny Slate|Billy Crudup|Tony Roberts,Peter Glanz,hotel|secret|love|money|train,86,Comedy|Drama,Far Hills Pictures|Atlantic Pictures (II)|Armian pictures,86,5.1,2014
0.59318,3752316.162340903,4641089.515847268,The Angriest Man in Brooklyn,Mila Kunis|Peter Dinklage|Robin Williams|Melissa Leo|James Earl Jones,Phil Alden Robinson,black comedy,84,Drama|Comedy,Landscape Entertainment|MICA Entertainment|Vedette Finance|Prominent Media Group,112,5.5,2014
0.593065,3752316.162340903,4641089.515847268,Hellion,Aaron Paul|Juliette Lewis|Josh Wiggins|Deke Garner|Jonny Mars,Kat Candler,woman director,98,Thriller|Drama,IFC Films|Silver Sail Entertainment|Across Town Productions|Arts+Labor,26,5.3,2014
0.590256999999999,1000000.0,26501323.0,The Woman in Black 2: Angel of Death,Helen McCrory|Jeremy Irvine|Phoebe Fox|Ned Dennehy|Adrian Rawlins,Tom Harper,based on novel|haunted house|supernatural|sequel|haunting,90,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,270,4.9,2014
0.5847,3752316.162340903,169976.0,God's Pocket,Philip Seymour Hoffman|Richard Jenkins|Christina Hendricks|John Turturro|Eddie Marsan,John Slattery,unknown,88,Drama,Cooper's Town Productions|Park Pictures|Shoestring Pictures,37,5.2,2014
0.582629,3752316.162340903,4641089.515847268,Jessabelle,Sarah Snook|Mark Webber|Joelle Carter|David Andrews|Chris Ellis,Kevin Greutert,supernatural,90,Thriller|Horror,Lionsgate|Blumhouse Productions|Principato-Young Entertainment,181,5.0,2014
0.571843999999999,3752316.162340903,11486.0,You're Not You,Hilary Swank|Emmy Rossum|Josh Duhamel|Ali Larter|Marcia Gay Harden,George C. Wolfe,unknown,104,Drama,DiNovi Pictures,147,7.3,2014
0.571571,3752316.162340903,4641089.515847268,The Drownsman,Michelle Mylett|Caroline Palmer|Ry Barrett|Gemma Bird Matheson|Sydney Kondruss,Chad Archibald,unknown,88,Horror|Fantasy|Thriller,unknown,18,4.1,2014
0.561727,20000000.0,4641089.515847268,Search Party,Adam Pally|T.J. Miller|Thomas Middleditch|Alison Brie|Krysten Ritter,Scot Armstrong,unknown,93,Comedy,Universal Studios,42,5.3,2014
0.560295,3752316.162340903,4641089.515847268,Gun Woman,Asami|Kairi Narita|Noriaki Kamata|Matthew Floyd Miller|Dean Simone,Kurando Mitsutake,gun|thriller|gun battle|gore|woman,86,Thriller|Action,Maxam,19,4.7,2014
0.56021,3752316.162340903,4641089.515847268,The Taking of Deborah Logan,Jill Larson|Anne Ramsay|Michelle Ang|Ryan Cutrona|Brett Gentile,Adam Robitel,snake|possession|found footage|shaky camera shot|serial murders,90,Horror|Mystery|Thriller,Bad Hat Harry Productions|Jeff Rice Films|Casadelic Pictures|Guerin-Adler-Scott Pictures,184,5.9,2014
0.559472,2800000.0,1826705.0,Tusk,Michael Parks|Justin Long|Haley Joel Osment|GÃ©nesis RodrÃ­guez|Ralph Garman,Kevin Smith,canada|walrus|deception|search|first part,102,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,206,4.9,2014
0.557453,3752316.162340903,461162.0,"Men, Women & Children",Rosemarie DeWitt|Jennifer Garner|Judy Greer|Dean Norris|Adam Sandler,Jason Reitman,high school|teenager|playing against type,116,Drama|Comedy,Paramount Pictures|Right of Way Films,248,6.4,2014
0.552627,3752316.162340903,4641089.515847268,Shelter,Jennifer Connelly|Anthony Mackie|Amy Hargreaves|Bruce Altman|Andrew Polk,Paul Bettany,homeless person|immigrant|heroin|homelessness|sex scene,105,Drama,Bifrost Pictures|The Bridge Finance Company,18,5.3,2014
0.550723,3752316.162340903,4641089.515847268,Hello Ladies: The Movie,Stephen Merchant|Christine Woods|Kevin Weisman|Nate Torrence|Kyle Mooney,Stephen Merchant,based on tv series|los angeles|briton abroad,85,Comedy,Home Box Office (HBO),36,6.3,2014
0.55046,3752316.162340903,4641089.515847268,What We Did on Our Holiday,David Tennant|Rosamund Pike|Billy Connolly|Bobby Smalldridge|Emilia Jones,Andy Hamilton|Guy Jenkin,vacation|family,95,Comedy,BBC Films|Lionsgate,109,6.6,2014
0.550453,3752316.162340903,4641089.515847268,The Anomaly,Ian Somerhalder|Alexis Knapp|Noel Clarke|Luke Hemsworth|Michael Bisping,Noel Clarke,technology|future|mind control|kidnapping|conspiracy,97,Thriller|Action|Science Fiction,Unstoppable Entertainment|thefyzz|Tea Shop & Film Company,104,4.7,2014
0.550197,3752316.162340903,4641089.515847268,Stretch,Patrick Wilson|Jessica Alba|Brooklyn Decker|Ray Liotta|Mindy Robinson,Joe Carnahan,unknown,94,Action|Comedy|Thriller,Universal Pictures|Blumhouse Productions|IM Global|Chambara Pictures,163,5.8,2014
0.548656,6000000.0,1020921.0,5 Flights Up,Morgan Freeman|Diane Keaton|Carrie Preston|Cynthia Nixon|Alysia Reiner,Richard Loncraine,new york|married couple|character name in title|moving out|moving,92,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,56,5.9,2014
0.548529,3752316.162340903,4641089.515847268,A Haunted House 2,Marlon Wayans|Jaime Pressly|Essence Atkins|Gabriel Iglesias|Missi Pyle,Michael Tiddes,haunted house,87,Comedy|Horror,Automatik Entertainment|Open Road Films,251,5.4,2014
0.5415,3752316.162340903,28641776.0,Love & Mercy,Paul Dano|John Cusack|Paul Giamatti|Elizabeth Banks|Kenny Wormald,Bill Pohlad,therapist|musician|nervous breakdown|title based on song|songwriter,120,Drama|Music,River Road Entertainment|John Wells Productions,162,7.2,2014
